lon,lat,TreeType,SpeciesName,CommonName,TreeHeight,TreeCanopyEW,TreeCanopyNS,Tree_Status
151.2100481,-33.87473555,Park Tree,Celtis australis,Nettle Tree,15,19,15,Tree
151.2100389,-33.87479764,Park Tree,Magnolia grandiflora,Southern Magnolia,7,6,6,Tree
151.2103379,-33.87519784,Park Tree,Eucalyptus microcorys,Tallow Wood,21,13,14,Tree
151.2098587,-33.87513317,Park Tree,Ficus macrophylla,Moreton Bay Fig,17,32,26,Tree
151.210002,-33.87573094,Park Tree,Stenocarpus sinuatus,Firewheel Tree,14,6,6,Tree
151.2097084,-33.8763221,Park Tree,Platanus acerifolia,London Plane,20,13,11,Tree
151.2102691,-33.87632673,Park Tree,Eucalyptus saligna,Sydney Blue Gum,21,16,17,Tree
151.2101275,-33.87643676,Park Tree,Flindersia australis,Crows Ash,16,8,8,Tree
151.210486,-33.87626901,Park Tree,Ficus microcarpa var hillii,Hills Fig,21,24,23,Tree
151.2113626,-33.87646453,Park Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,17,9,10,Tree
151.2116126,-33.87480201,Park Tree,Fraxinus excelsior Aurea,Golden Ash,9,6,7,Tree
151.2114794,-33.8747007,Park Tree,Ficus macrophylla,Moreton Bay Fig,16,15,20,Tree
151.2113595,-33.87464558,Park Tree,Ficus microcarpa var hillii,Hills Fig,21,23,20,Tree
151.1819759,-33.89608103,Street Tree,Callistemon viminalis,Weeping Bottlebrush,6,3,4,Tree
151.181021,-33.89651103,Street Tree,Melaleuca linariifolia,Snow in Summer,8,4,4,Tree
151.181106,-33.89648505,Street Tree,Melaleuca linariifolia,Snow in Summer,8,6,7,Tree
151.181865,-33.89611302,Street Tree,Acer negundo,Box Elder Maple,3,1,2,Tree
151.1809613,-33.89661268,Street Tree,Koelreuteria paniculata,Golden Rain Tree,2,1,1,Tree
151.1815709,-33.8964251,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,2,2,Tree
151.182037,-33.89621088,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,2,3,Tree
151.1813613,-33.89651019,Street Tree,Koelreuteria paniculata,Golden Rain Tree,4,2,2,Tree
151.1836228,-33.89573057,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,3,3,Tree
151.2116109,-33.87374081,Park Tree,Platanus orientalis,Oriental Plane,18,17,15,Tree
151.2120154,-33.87440649,Park Tree,Ficus rubiginosa,Port Jackson or Rusty Fig,15,12,12,Tree
151.2117096,-33.87466436,Park Tree,Araucaria columnaris,Cook's Pine,25,4,4,Tree
151.2119198,-33.87458265,Park Tree,Sapium sebiferum,Chinese Tallow Tree,8,5,5,Tree
151.2123008,-33.8746954,Park Tree,Platanus acerifolia,London Plane,18,11,14,Tree
151.2121459,-33.87505818,Park Tree,Eucalyptus microcorys,Tallow Wood,22,20,15,Tree
151.2121683,-33.8756762,Park Tree,Platanus acerifolia,London Plane,17,13,12,Tree
151.2116542,-33.87536295,Park Tree,Eucalyptus microcorys,Tallow Wood,20,15,15,Tree
151.2118507,-33.8759119,Park Tree,Quercus robur,English Oak,11,13,12,Tree
151.2121043,-33.87631027,Park Tree,Ficus microcarpa var hillii,Hills Fig,11,18,19,Tree
151.2114084,-33.87594696,Park Tree,Ficus microcarpa var hillii,Hills Fig,18,25,25,Tree
151.1832359,-33.89593686,Street Tree,Koelreuteria paniculata,Golden Rain Tree,4,3,3,Tree
151.1847163,-33.89544533,Street Tree,Jacaranda mimosifolia,Jacaranda,11,9,6,Tree
151.1843883,-33.89549929,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,2,2,Tree
151.18545,-33.89534198,Street Tree,Koelreuteria paniculata,Not Applicable,3,2,2,Tree
151.1857633,-33.89508563,Street Tree,Koelreuteria paniculata,Golden Rain Tree,6,5,4,Tree
151.1860969,-33.89498829,Street Tree,Koelreuteria paniculata,Golden Rain Tree,4,3,2,Tree
151.1867608,-33.89491303,Street Tree,Lophostemon confertus,Brush Box,11,13,8,Tree
151.1870913,-33.89468606,Street Tree,Koelreuteria paniculata,Golden Rain Tree,6,6,5,Tree
151.1881391,-33.89435891,Street Tree,Koelreuteria paniculata,Golden Rain Tree,3,1,1,Tree
151.1880294,-33.89439481,Street Tree,Koelreuteria paniculata,Golden Rain Tree,3,1,1,Tree
151.2119579,-33.87597306,Park Tree,Stenocarpus sinuatus,Firewheel Tree,6,3,3,Tree
151.2121127,-33.87626648,Park Tree,Chamaerops humilis,Dwarf Fan Palm,2,2,2,Tree
151.210421,-33.875875,Park Tree,Elaeocarpus eumundii,Quangdong,8,2,3,Tree
151.210439,-33.87575993,Park Tree,Elaeocarpus eumundii,Quangdong,7,2,2,Tree
151.2123199,-33.87489685,Park Tree,Chamaerops humilis,Dwarf Fan Palm,2,2,2,Tree
151.2123734,-33.87396153,Park Tree,Ficus macrophylla,Moreton Bay Fig,7,7,7,Tree
151.210936,-33.87491698,Park Tree,Liriodendron tulipifera,Tulip Tree,6,2,1,Tree
151.2112551,-33.87494993,Park Tree,Liriodendron tulipifera,Tulip Tree,5,1,1,Tree
151.2111879,-33.875323,Park Tree,Liriodendron tulipifera,Tulip Tree,5,2,1,Tree
151.2111799,-33.87536896,Park Tree,Liriodendron tulipifera,Tulip Tree,5,1,1,Tree
151.201843,-33.88938692,Street Tree,Bizmarckia nobilis,Bismark Palm,5,4,4,Tree
151.2002648,-33.89291735,Street Tree,Platanus acerifolia,London Plane,11,7,8,Tree
151.2003119,-33.89282129,Street Tree,Platanus acerifolia,London Plane,13,7,8,Tree
151.2003724,-33.89269854,Street Tree,Platanus acerifolia,London Plane,12,7,10,Tree
151.2147857,-33.89352725,Street Tree,Callistemon viminalis,Weeping Bottlebrush,7,7,6,Tree
151.2147842,-33.89347727,Street Tree,Callistemon viminalis,Weeping Bottlebrush,8,4,4,Tree
151.190915,-33.89960652,Street Tree,Callistemon viminalis,Weeping Bottlebrush,7,6,6,Tree
151.1918504,-33.89948256,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,9,9,Tree
151.1911237,-33.89957072,Street Tree,Toona ciliata,Australian Red Cedar,11,12,13,Tree
151.1914359,-33.89952039,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,16,10,12,Tree
151.1891145,-33.89420761,Street Tree,Lophostemon confertus,Brush Box,12,10,10,Tree
151.1887402,-33.89432699,Street Tree,Lophostemon confertus,Brush Box,8,5,5,Tree
151.1886347,-33.8943653,Street Tree,Platanus acerifolia,London Plane,14,13,12,Tree
151.189069,-33.89407168,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,13,7,6,Tree
151.1889045,-33.89412562,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,15,6,10,Tree
151.188657,-33.89421396,Street Tree,Koelreuteria paniculata,Not Applicable,3,2,2,Tree
151.1938065,-33.89253606,Street Tree,Fraxinus griffithii,Evergreen Ash,3,2,2,Tree
151.1925847,-33.89293682,Street Tree,Fraxinus griffithii,Evergreen Ash,3,2,2,Tree
151.1925427,-33.89294982,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,3,2,Tree
151.1938184,-33.89268115,Street Tree,Eucalyptus botryoides,Swamp Mahogany,9,4,11,Tree
151.1937549,-33.89270068,Street Tree,Eucalyptus botryoides,Swamp Mahogany,9,8,11,Tree
151.1910673,-33.89972364,Street Tree,Callistemon viminalis,Weeping Bottlebrush,5,5,4,Tree
151.1910248,-33.89973239,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,5,3,3,Tree
151.190699,-33.89962499,Street Tree,Callistemon viminalis,Weeping Bottlebrush,4,3,3,Tree
151.201688,-33.89082699,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,11,6,7,Tree
151.2006471,-33.91033873,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,8,10,6,Tree
151.2009749,-33.91034163,Street Tree,Lophostemon confertus,Brush Box,6,4,5,Tree
151.2009631,-33.910397,Street Tree,Lophostemon confertus,Brush Box,4,2,2,Tree
151.2015246,-33.91056806,Street Tree,Lophostemon confertus,Brush Box,5,2,2,Tree
151.2015749,-33.91075671,Street Tree,Backhousia citriodora,Lemon Scented Myrtle,3,2,2,Tree
151.1933366,-33.89268824,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,5,4,Tree
151.1938337,-33.89252925,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,3,3,3,Tree
151.1940892,-33.89259305,Street Tree,Koelreuteria paniculata,Golden Rain Tree,3,1,1,Tree
151.1940892,-33.89259305,Street Tree,Koelreuteria paniculata,Golden Rain Tree,3,1,1,Tree
151.1932069,-33.89272799,Street Tree,Koelreuteria paniculata,Golden Rain Tree,2,1,1,Tree
151.1960603,-33.89185402,Street Tree,Populus nigra Italica,Lombardy Poplar,15,5,5,Tree
151.1951635,-33.89212835,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,3,2,Tree
151.1948905,-33.89220731,Street Tree,Eucalyptus saligna,Sydney Blue Gum,16,10,9,Tree
151.1948411,-33.89222156,Street Tree,Koelreuteria paniculata,Golden Rain Tree,3,1,1,Tree
151.201861,-33.91078497,Street Tree,Lophostemon confertus,Brush Box,5,2,2,Tree
151.201557,-33.91065393,Street Tree,Lophostemon confertus,Brush Box,4,1,2,Tree
151.2010299,-33.90244836,Street Tree,Koelreuteria paniculata,Golden Rain Tree,5,4,4,Tree
151.2012944,-33.90229469,Street Tree,Fraxinus pennsylvanica,Green Ash,6,4,4,Tree
151.2009576,-33.90236218,Street Tree,Fraxinus pennsylvanica,Green Ash,7,7,5,Tree
151.2104318,-33.91770523,Street Tree,Glochidion ferdinandii,Cheese Tree,8,6,6,Tree
151.2087681,-33.91769691,Street Tree,Olea europaea subsp europaea,Olive,3,2,2,Tree
151.2104731,-33.91788591,Street Tree,Glochidion ferdinandii,Cheese Tree,8,8,8,Tree
151.2098025,-33.91787616,Street Tree,Glochidion ferdinandii,Cheese Tree,6,8,8,Tree
151.2091165,-33.91789396,Street Tree,Glochidion ferdinandii,Cheese Tree,7,7,6,Tree
151.1951349,-33.89227329,Street Tree,Schinus molle,Peppercorn Tree,9,5,4,Tree
151.1954168,-33.89218013,Street Tree,Allocasuarina torulosa,Rose She Oak,12,8,12,Tree
151.1955678,-33.89200605,Street Tree,Koelreuteria paniculata,Golden Rain Tree,4,2,2,Tree
151.1981821,-33.89635228,Street Tree,Tristaniopsis laurina,Water Gum,4,4,4,Tree
151.1981663,-33.89628478,Street Tree,Lophostemon confertus,Brush Box,8,3,2,Tree
151.198,-33.89604763,Street Tree,Lophostemon confertus,Brush Box,6,6,6,Tree
151.198008,-33.89611339,Street Tree,Lophostemon confertus,Brush Box,8,6,7,Tree
151.1980062,-33.89632374,Street Tree,Lophostemon confertus,Brush Box,7,5,6,Tree
151.1986821,-33.89774674,Street Tree,Lophostemon confertus,Brush Box,11,8,14,Tree
151.1987484,-33.89841076,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,6,Tree
151.2081622,-33.91753137,Street Tree,Olea europaea subsp europaea,Olive,4,3,3,Tree
151.2081656,-33.91736857,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,10,Tree
151.2106236,-33.91781406,Street Tree,Calodendron capense,Cape Chestnut,5,4,3,Tree
151.2084847,-33.91773192,Street Tree,Glochidion ferdinandii,Cheese Tree,6,5,6,Tree
151.209651,-33.91774275,Street Tree,Glochidion ferdinandii,Cheese Tree,6,6,5,Tree
151.2097727,-33.91772992,Street Tree,Glochidion ferdinandii,Cheese Tree,6,6,6,Tree
151.2099158,-33.91771685,Street Tree,Glochidion ferdinandii,Cheese Tree,7,6,5,Tree
151.2081988,-33.91756951,Street Tree,Olea europaea subsp europaea,Olive,5,4,4,Tree
151.209289,-33.91778059,Street Tree,Glochidion ferdinandii,Cheese Tree,4,3,4,Tree
151.2091157,-33.91776166,Street Tree,Glochidion ferdinandii,Cheese Tree,5,4,3,Tree
151.198529,-33.89733394,Street Tree,Jacaranda mimosifolia,Not Applicable,3,1,1,Tree
151.1994252,-33.89991077,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,9,Tree
151.2007741,-33.90321227,Street Tree,Platanus acerifolia,London Plane,20,10,19,Tree
151.2004368,-33.90273808,Street Tree,Platanus acerifolia,London Plane,18,12,15,Tree
151.2003755,-33.90258632,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,7,Tree
151.2002361,-33.90219374,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,4,Tree
151.201066,-33.90428744,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,3,Tree
151.201174,-33.90457802,Street Tree,Jacaranda mimosifolia,Jacaranda,4,3,4,Tree
151.201191,-33.90463598,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,3,Tree
151.208979,-33.91783993,Street Tree,Angophora costata,Sydney Red Gum,6,3,3,Tree
151.208123,-33.91747201,Street Tree,Angophora costata,Sydney Red Gum,5,2,2,Tree
151.209098,-33.91777006,Street Tree,Angophora costata,Sydney Red Gum,6,2,2,Tree
151.209404,-33.91779408,Street Tree,Angophora costata,Sydney Red Gum,4,2,2,Tree
151.209991,-33.91773102,Street Tree,Angophora costata,Sydney Red Gum,5,2,2,Tree
151.209497,-33.917871,Street Tree,Angophora costata,Sydney Red Gum,5,2,2,Tree
151.210253,-33.91770804,Street Tree,Angophora costata,Sydney Red Gum,3,1,1,Tree
151.1829196,-33.89990343,Street Tree,Melaleuca styphelioides,Prickly Paperbark,9,7,6,Tree
151.1824892,-33.90120486,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,6,5,5,Tree
151.1825497,-33.90105994,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,6,3,4,Tree
151.184517,-33.89395308,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,4,Tree
151.1843219,-33.89398898,Street Tree,Eucalyptus microcorys,Tallow Wood,19,6,15,Tree
151.184722,-33.89392806,Street Tree,Eucalyptus microcorys,Tallow Wood,17,12,12,Tree
151.1847072,-33.89381017,Street Tree,Eucalyptus microcorys,Tallow Wood,20,8,9,Tree
151.1842846,-33.89383802,Street Tree,Eucalyptus microcorys,Tallow Wood,20,11,12,Tree
151.184395,-33.8938264,Street Tree,Eucalyptus microcorys,Tallow Wood,24,12,15,Tree
151.184553,-33.89394108,Street Tree,Eucalyptus microcorys,Tallow Wood,8,3,3,Tree
151.2105018,-33.89157026,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,10,8,7,Tree
151.2106451,-33.89167505,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,6,7,Tree
151.2104873,-33.89162929,Street Tree,Callistemon viminalis,Weeping Bottlebrush,8,6,7,Tree
151.2105429,-33.89216303,Street Tree,Unknown,Unknown,2,1,1,Tree
151.2103568,-33.89309164,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,7,8,8,Tree
151.2102663,-33.89279636,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,9,7,9,Tree
151.2102366,-33.89296519,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,10,17,Tree
151.21043,-33.89262696,Street Tree,Gleditsia trican Shademaster,Honey Locust,11,6,5,Tree
151.2101741,-33.89394591,Street Tree,Melaleuca styphelioides,Prickly Paperbark,7,8,11,Tree
151.2100197,-33.89398722,Street Tree,Populus nigra Italica,Lombardy Poplar,14,5,4,Tree
151.2101629,-33.89402185,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.20997,-33.89429065,Street Tree,Populus nigra Italica,Lombardy Poplar,13,6,7,Tree
151.2098572,-33.89483222,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,14,10,10,Tree
151.2098756,-33.8947342,Street Tree,Populus nigra Italica,Lombardy Poplar,12,3,3,Tree
151.182912,-33.89993497,Street Tree,Tristaniopsis 'Luscious',Water Gum,3,1,1,Tree
151.1826267,-33.90107479,Street Tree,Tristaniopsis 'Luscious',Blueberry Ash,4,1,1,Tree
151.1824518,-33.90131838,Street Tree,Robinia pseudoacacia 'Frisia',Blueberry Ash,3,1,1,Tree
151.1825711,-33.9012563,Street Tree,Robinia pseudoacacia 'Frisia',Not Applicable,3,1,1,Tree
151.1822284,-33.90305705,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,8,4,4,Tree
151.1823258,-33.9026115,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,7,3,3,Tree
151.1820023,-33.9035273,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,6,5,7,Tree
151.1819516,-33.90344657,Street Tree,Pistacia chinensis,Chinese Pistacia,3,1,1,Tree
151.1810223,-33.90479347,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,6,3,3,Tree
151.2100262,-33.89470573,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,10,13,13,Tree
151.2096148,-33.89596985,Street Tree,Populus nigra Italica,Lombardy Poplar,14,8,8,Tree
151.2096892,-33.89566236,Street Tree,Populus nigra Italica,Lombardy Poplar,9,4,3,Tree
151.2095786,-33.89691002,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,6,6,Tree
151.2093681,-33.89721274,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,6,Tree
151.2093367,-33.89730778,Street Tree,Jacaranda mimosifolia,Jacaranda,8,9,10,Tree
151.2092071,-33.89809005,Street Tree,Liquidambar styraciflua,Liquidamber or Sweet Gum,14,9,13,Tree
151.2092826,-33.89776904,Street Tree,Liquidambar styraciflua,Liquidamber or Sweet Gum,13,8,11,Tree
151.2088115,-33.89994323,Street Tree,Liquidambar styraciflua,Liquidamber or Sweet Gum,15,8,8,Tree
151.2087418,-33.90030525,Street Tree,Jacaranda mimosifolia,Jacaranda,11,10,14,Tree
151.2094335,-33.8976725,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,5,Tree
151.2089171,-33.90010347,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,4,Tree
151.2076333,-33.90160467,Street Tree,Eucalyptus scoparia,Willow Gum,7,3,5,Tree
151.2076931,-33.90156316,Street Tree,Eucalyptus microcorys,Tallow Wood,5,3,3,Tree
151.2082372,-33.90106475,Street Tree,Eucalyptus microcorys,Tallow Wood,6,3,2,Tree
151.213121,-33.89579011,Street Tree,Corymbia maculata,Spotted Gum,15,6,6,Tree
151.212105,-33.89550637,Street Tree,Gleditsia trican Sunburst,Golden Honeylocust,14,9,11,Tree
151.2119807,-33.89562179,Street Tree,Gleditsia trican Shademaster,Honey Locust,11,7,8,Tree
151.2116478,-33.89545329,Street Tree,Fraxinus angustifolia,Desert Ash,7,7,8,Tree
151.2114891,-33.89556154,Street Tree,Fraxinus griffithii,Evergreen Ash,6,7,6,Tree
151.2111448,-33.89551966,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,5,3,3,Tree
151.2107395,-33.89545805,Street Tree,Fraxinus angustifolia,Desert Ash,6,7,7,Tree
151.2106363,-33.89544483,Street Tree,Fraxinus angustifolia,Desert Ash,7,6,6,Tree
151.2099577,-33.89532252,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,3,2,1,Tree
151.2062321,-33.88958059,Street Tree,Agathis robusta,Queensland Kauri,8,3,3,Tree
151.2135128,-33.88745442,Street Tree,Lophostemon confertus,Brush Box,15,7,6,Tree
151.217495,-33.88805054,Street Tree,Corymbia maculata,Spotted Gum,21,12,11,Tree
151.198151,-33.88342803,Street Tree,Lophostemon confertus,Brush Box,11,5,5,Tree
151.1974797,-33.88497019,Street Tree,Tristaniopsis laurina,Water Gum,6,3,6,Tree
151.198795,-33.8857339,Street Tree,Flindersia australis,Crows Ash,3,2,2,Tree
151.2018976,-33.88651027,Street Tree,Platanus acerifolia,London Plane,16,10,10,Tree
151.1968785,-33.88594113,Street Tree,Lophostemon confertus,Brush Box,14,10,10,Tree
151.200104,-33.88647082,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,11,Tree
151.2000257,-33.88642874,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,2,Tree
151.1989073,-33.88743451,Street Tree,Platanus acerifolia,London Plane,26,17,19,Tree
151.2006179,-33.88753246,Street Tree,Tristaniopsis laurina,Water Gum,5,4,4,Tree
151.1946953,-33.88910824,Street Tree,Pistacia chinensis,Chinese Pistacia,6,5,6,Tree
151.1927333,-33.89221157,Street Tree,Liquidambar styraciflua,Liquidamber or Sweet Gum,6,5,5,Tree
151.1926609,-33.89223097,Street Tree,Pyrus calleryana,Callery Pear,4,2,3,Tree
151.1917839,-33.89243903,Street Tree,Acmena smithii,Lilly Pilly,5,2,2,Tree
151.1892779,-33.894156,Street Tree,Koelreuteria paniculata,Not Applicable,2,1,1,Tree
151.1878181,-33.892182,Street Tree,Lophostemon confertus,Brush Box,7,4,4,Tree
151.1789313,-33.88410402,Street Tree,Lophostemon confertus,Brush Box,14,7,7,Tree
151.1775001,-33.886862,Street Tree,Corymbia maculata,Spotted Gum,11,5,5,Tree
151.178611,-33.88948896,Street Tree,Corymbia maculata,Spotted Gum,4,1,1,Tree
151.1856282,-33.89512846,Street Tree,Koelreuteria paniculata,Golden Rain Tree,4,4,3,Tree
151.1855364,-33.89715682,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,9,7,6,Tree
151.183208,-33.89922805,Street Tree,Eucalyptus microcorys,Tallow Wood,19,20,18,Tree
151.1839131,-33.89954918,Street Tree,Magnolia grandiflora,Southern Magnolia,5,3,3,Tree
151.1834677,-33.89955037,Street Tree,Pistacia chinensis,Chinese Pistacia,4,3,2,Tree
151.1833091,-33.90226955,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,15,6,9,Tree
151.1832902,-33.90228018,Street Tree,Syagrus romanzoffianum,Cocos Palm,9,4,4,Tree
151.1802076,-33.90300412,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,5,3,3,Tree
151.1833581,-33.90501308,Street Tree,Tristaniopsis laurina,Water Gum,4,3,3,Tree
151.2224597,-33.86895409,Street Tree,Platanus acerifolia,London Plane,19,13,15,Tree
151.2199324,-33.87048871,Street Tree,Celtis occidentalis,American Hackberry,15,11,9,Tree
151.2087915,-33.91188646,Street Tree,Lophostemon confertus,Brush Box,7,3,3,Tree
151.2087751,-33.91200155,Street Tree,Lophostemon confertus,Brush Box,9,4,4,Tree
151.2078415,-33.91362958,Street Tree,Cupaniopsis anacardioides,Tuckeroo,7,8,10,Tree
151.2078638,-33.91354,Street Tree,Lophostemon confertus,Brush Box,7,6,5,Tree
151.2079852,-33.9131698,Street Tree,Lophostemon confertus,Brush Box,7,5,5,Tree
151.2080231,-33.91303825,Street Tree,Lophostemon confertus,Brush Box,5,2,2,Tree
151.2081195,-33.91274632,Street Tree,Lophostemon confertus,Brush Box,7,6,5,Tree
151.2076246,-33.91423906,Street Tree,Lophostemon confertus,Brush Box,6,4,4,Tree
151.2077815,-33.91430284,Street Tree,Acacia binervia,Coast Myall,10,11,13,Tree
151.220112,-33.87053107,Street Tree,Celtis australis,Nettle Tree,8,6,6,Tree
151.219583,-33.87277508,Street Tree,Tristaniopsis laurina,Water Gum,4,3,2,Tree
151.2219699,-33.87516599,Street Tree,Platanus acerifolia,London Plane,21,18,18,Tree
151.2226587,-33.87493544,Street Tree,Platanus acerifolia,London Plane,14,13,14,Tree
151.222175,-33.87459292,Street Tree,Platanus acerifolia,London Plane,14,11,11,Tree
151.2176335,-33.8762976,Street Tree,Lophostemon confertus,Brush Box,11,5,5,Tree
151.2152869,-33.87858012,Street Tree,Lophostemon confertus,Brush Box,3,1,1,Tree
151.2173594,-33.8785819,Street Tree,Platanus acerifolia,London Plane,6,2,2,Tree
151.2142238,-33.87822818,Street Tree,Platanus acerifolia,London Plane,15,8,11,Tree
151.2144118,-33.87819853,Street Tree,Callistemon viminalis,Weeping Bottlebrush,5,3,2,Tree
151.2143031,-33.87829813,Street Tree,Archontophoenix cunninghamiana,Bangalow Palm,4,2,2,Tree
151.219411,-33.88136396,Street Tree,Pyrus calleryana,Callery Pear,5,2,2,Tree
151.2196039,-33.88129894,Street Tree,Pyrus calleryana,Callery Pear,6,2,2,Tree
151.215125,-33.88003796,Street Tree,Lophostemon confertus,Brush Box,4,1,2,Tree
151.214539,-33.88178201,Street Tree,Platanus acerifolia,London Plane,7,5,5,Tree
151.2163152,-33.88234392,Street Tree,Lophostemon confertus,Brush Box,8,5,3,Tree
151.2101338,-33.88226472,Street Tree,Platanus acerifolia,London Plane,7,5,6,Tree
151.2104292,-33.88275315,Street Tree,Koelreuteria paniculata,Golden Rain Tree,3,2,1,Tree
151.2119916,-33.88304041,Street Tree,Lophostemon confertus,Brush Box,13,15,14,Tree
151.2155054,-33.88539207,Street Tree,Lophostemon confertus,Brush Box,9,9,8,Tree
151.2086255,-33.91183463,Street Tree,Lophostemon confertus,Brush Box,7,3,4,Tree
151.2084895,-33.91220705,Street Tree,Lophostemon confertus,Brush Box,5,4,4,Tree
151.2084318,-33.91256636,Street Tree,Lophostemon confertus,Brush Box,6,2,3,Tree
151.208172,-33.91262796,Street Tree,Lophostemon confertus,Brush Box,3,2,2,Tree
151.2079591,-33.91374707,Street Tree,Lophostemon confertus,Brush Box,4,2,1,Tree
151.2074273,-33.91535037,Street Tree,Lophostemon confertus,Brush Box,7,5,6,Tree
151.2076031,-33.91484138,Street Tree,Eucalyptus bicostata,Victorian Blue Gum,9,7,11,Tree
151.207397,-33.91489798,Street Tree,Cupaniopsis anacardioides,Tuckeroo,8,8,9,Tree
151.2073056,-33.91518773,Street Tree,Lophostemon confertus,Brush Box,6,3,2,Tree
151.2071711,-33.91557073,Street Tree,Lophostemon confertus,Brush Box,8,3,3,Tree
151.2155588,-33.88500203,Street Tree,Platanus acerifolia,London Plane,19,12,12,Tree
151.2155047,-33.88497771,Street Tree,Platanus acerifolia,London Plane,5,5,6,Tree
151.2124216,-33.88598525,Street Tree,Platanus acerifolia,London Plane,18,21,22,Tree
151.2122531,-33.88672395,Street Tree,Platanus acerifolia,London Plane,14,14,14,Tree
151.209592,-33.88703905,Street Tree,Liriodendron tulipifera,Tulip Tree,2,1,1,Tree
151.2132586,-33.88866736,Street Tree,Platanus acerifolia,London Plane,10,11,13,Tree
151.2256941,-33.86906509,Street Tree,Platanus acerifolia,London Plane,27,14,29,Tree
151.2288168,-33.87218056,Street Tree,Magnolia grandiflora,Southern Magnolia,5,4,3,Tree
151.2286881,-33.87234481,Street Tree,Brachychiton populneus,Kurrajong,13,4,5,Tree
151.2287836,-33.87214257,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,2,Tree
151.2253468,-33.87087711,Street Tree,Platanus acerifolia,London Plane,16,12,16,Tree
151.2069735,-33.91669087,Street Tree,Stenocarpus sinuatus,Firewheel Tree,6,4,4,Tree
151.2071522,-33.91621095,Street Tree,Lophostemon confertus,Brush Box,9,6,5,Tree
151.2065002,-33.91807274,Street Tree,Olea europaea subsp europaea,Olive,4,4,4,Tree
151.2064728,-33.91813294,Street Tree,Olea europaea subsp europaea,Olive,4,4,4,Tree
151.2064634,-33.91816193,Street Tree,Olea europaea subsp europaea,Olive,3,4,4,Tree
151.2066643,-33.91706708,Street Tree,Cupressus macrocarpa,Thuja,7,5,6,Tree
151.2066029,-33.91721452,Street Tree,Olea europaea subsp europaea,Olive,3,3,3,Tree
151.206587,-33.9172775,Street Tree,Olea europaea subsp europaea,Olive,4,3,4,Tree
151.2068244,-33.9170282,Street Tree,Angophora costata,Sydney Red Gum,7,4,5,Tree
151.2062126,-33.91889283,Street Tree,Lophostemon confertus,Brush Box,7,6,7,Tree
151.2061316,-33.91915351,Street Tree,Lophostemon confertus,Brush Box,9,6,7,Tree
